"iteration","app_name","categoryId","reviewId","sentenceId","at","score","feature","review","sentence","Joy","Trust","Fear","Surprise","Sadness","Disgust","Anger","Anticipation","Neutral","Reject"
"iteration_4","Material Notes: Colorful notes","PRODUCTIVITY","1590bde2-7508-41e6-9a69-71099be0f3f7","1","Oct 25, 2020","4","f_247","I love this app. Perfect for notes and checklists. I just wish that my swipe keyboard settings worked, it's hunt and peck only as best I can determine.","Perfect for notes and checklists.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","CBT Thought Diary","HEALTH_AND_FITNESS","159332b0-f308-4041-87f8-88d7bd99ae5e","1","Sep 15, 2022","5","f_437","This app is working out very well. The daily reminders to check in have really helped me stay connected and I can see an improvement in my mood and my attitude this is a pretty cool app","The daily reminders to check in have really helped me stay connected and I can see an improvement in my mood and my attitude this is a pretty cool app","0","1","0","0","0","0","0","0","0","0"
"iteration_4","mysms SMS Text Messaging Sync","COMMUNICATION","15a0e6fa-068b-4cc9-afc2-8afb7fe84ee3","3","Oct 29, 2021","1","f_119","Un-installed as soon as it sent an unsolicited web link to someone I was texting. I might have paid for app so I could get/receive texts on my iPad, but sending that link ended my trust for this app. The iPad app experience was alright but no split screen, no dark mode, and had limited settings. And I really didn't want to make this app my default SMS messaging app on my android phone.","And I really didn't want to make this app my default SMS messaging app on my android phone.","0","0","0","0","1","0","0","0","0","0"
"iteration_4","WhatsApp Wallpaper","PERSONALIZATION","15c877ea-f499-4f12-b69c-104d0cde2b7c","0","Aug 14, 2020","1","f_174","Can't load the wallpaper on Chat background...","Can't load the wallpaper on Chat background...","0","0","0","0","1","0","0","0","0","0"
"iteration_4","Facebook Lite","SOCIAL","15e6193d-e49d-442f-a747-e7f91e0d075d","0","Sep 14, 2022","1","f_424","So disappointing lately, I can't go back after opening the comments section unless I restart the phone. Keeps hanging","So disappointing lately, I can't go back after opening the comments section unless I restart the phone.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Calendar Notify - Widget, Lock","PRODUCTIVITY","15fb3e8a-3e15-48fe-af4e-0f39264ed2d0","0","Dec 12, 2021","5","f_96","Great app for calendar viewing.","Great app for calendar viewing.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Samsung Notes","PRODUCTIVITY","161dbac1-83c1-4419-a3a2-7f2de23bad91","2","Aug 11, 2022","5","f_76","LOVE this app. I keep my keto/locarb recipes on it. I created a folder titled Keto&LoCarb then I add subfolders and categorize, ie. beef, appetizers, drinks, etc. You can put 1 recipe in 2 different folders also...cheeseburger bites in beef and appetizers. I usually copy the link and put in subfolder instead of copy and paste the whole recipe. I did this because I lost all my recipes on this app when my phone crashed. Thats the only drawback. No points deducted bc it happened w alot of my apps.","I created a folder titled Keto&LoCarb then I add subfolders and categorize, ie.","0","0","0","0","0","0","0","0","1","0"
"iteration_4","Home Workout - No Equipment","HEALTH_AND_FITNESS","16983f65-6f82-4b61-8739-ea1468b9b66b","1","Aug 13, 2022","5","f_330","1st day and the training App worked well. No subscriptions (yet). Working pretty fine. I'll wait for tomorrow.","No subscriptions (yet).","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Todoist: to-do list & planner","PRODUCTIVITY","16f5fc07-caa9-42fc-832e-674895d2c155","0","Mar 19, 2022","5","f_494","Awesome task planner.","Awesome task planner.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Telegram","COMMUNICATION","170530bc-5f37-48ea-a6e7-eba90742e0fc","5","Sep 03, 2022","3","f_335","Lately not so great, as it acts very slow. It is 'Updating' every time I open a chat, emoticons take ages to load again and again. It used to cache them but now since a few weeks, only their shape appears for about a minute (!) It is more frustrating than helpful, unfortunately. Calls have always been difficult, Telegram falls behind WhatsApp in video smoothness. The file sharing and group features are awesome but if it takes so much for the chat content to even appear, it's underwhelming...","The file sharing and group features are awesome but if it takes so much for the chat content to even appear, it's underwhelming...","1","0","0","0","1","0","0","0","0","0"
"iteration_4","ColorNote Notepad Notes","PRODUCTIVITY","17484b3a-bc54-46e5-88b4-4450f7f4ebe5","7","Jul 09, 2022","5","f_104","Beem using this app for YEARS.. and this review is long over due. I wholeheartedly trust this application, and my data/personal information within it. I've never lost a single poem, idea, list. I have around 1000 notes saved. All backed up automatically and can be pass. protected. This on top of Syncing with your email. I only wish the desktop app worked just as well. 2 Broken phones & i'll find i still have it all. Idk what I'd do without this.. & it's easy to navigate. Ty colornote team!☆☆☆☆☆","I only wish the desktop app worked just as well.","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Step Counter - Pedometer","HEALTH_AND_FITNESS","17562997-0193-49cf-abbb-84b19cbd3177","0","Aug 08, 2022","5","f_498","Love the gamification.","Love the gamification.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Tasks","PRODUCTIVITY","175e9f81-7325-42fd-91b6-b3b849948f57","1","Dec 31, 2021","3","f_437","Great idea, but not very customizable nor time-efficient. This app works for those who are looking for something really simple ""on the go"" and use it for a simple reminder. There are better apps on the market with much more features.","This app works for those who are looking for something really simple ""on the go"" and use it for a simple reminder.","0","0","0","0","0","0","0","0","1","0"
"iteration_4","True Phone Dialer & Contacts","COMMUNICATION","17a7c481-d6d3-4761-8501-79534bf2e829","2","Sep 03, 2021","4","f_129","Enjoying this app.Overall all good,but Video calling feature is missing. How to enable video calling feature","How to enable video calling feature","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Weather forecast","WEATHER","17b08e92-b242-4641-98b3-3313dee0cb08","0","Dec 31, 2021","5","f_236","Good luck .add some clock widget too","Good luck .add some clock widget too","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Make-A-List","PRODUCTIVITY","17bdb6b0-933f-446e-9e05-0dd4dd98e6ed","2","May 15, 2022","4","f_431","I like the simplicity of the app & the way I can keep track of things I need to get at various stores. I also use it to keep track of tasks I need to complete because I occasionally experience short term memory losses as a result of a panic disorder. The reason I only give 4 stars is because they don't provide an automatic backup system for your lists like others do. They expect you to pay monthly or yearly for that option instead of a one-time fee. Other apps provide this service for free.","The reason I only give 4 stars is because they don't provide an automatic backup system for your lists like others do.","0","0","0","0","1","0","0","0","0","0"
"iteration_4","Weather data & microclimate :","WEATHER","18267b55-242c-4d6b-86cb-de51a150f8c6","0","Jun 11, 2022","5","f_309","Good app, does what is expected with better privacy protections.","Good app, does what is expected with better privacy protections.","1","1","0","0","0","0","0","0","0","0"
"iteration_4","Weather data & microclimate :","WEATHER","18267b55-242c-4d6b-86cb-de51a150f8c6","0","Jun 11, 2022","5","f_354","Good app, does what is expected with better privacy protections.","Good app, does what is expected with better privacy protections.","1","1","0","0","0","0","0","0","0","0"
"iteration_4","imo-International Calls & Chat","COMMUNICATION","185ae1fd-180a-475f-ab9b-2b181637ce5c","0","Sep 08, 2022","5","f_129","Good video calling and excellent","Good video calling and excellent","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Step Tracker - Pedometer","HEALTH_AND_FITNESS","188643f7-bc07-449a-97cc-f45c085b5272","0","Sep 13, 2022","5","f_220","This is the best way to straighten your legs walk for two exercise in case your mind from stress by walking meeting new people when they're walking beside each other have been doing something for a year but it's great I love it thank you so much love when I'm walking and getting healthy!","This is the best way to straighten your legs walk for two exercise in case your mind from stress by walking meeting new people when they're walking beside each other have been doing something for a year but it's great I love it thank you so much love when I'm walking and getting healthy!","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Loop Habit Tracker","PRODUCTIVITY","1899eec4-2fce-4a3e-907a-5460cb4a46e9","1","Nov 23, 2021","5","f_68","Absolutely amazing, there is no analogue to this app on all platforms, absolutely the best! Minimalistic, adaptable to screen, stylish and easy to use. Love it!","Minimalistic, adaptable to screen, stylish and easy to use.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Weather Radar Widget","WEATHER","18dadfe9-3d8f-486b-9c84-a9bbcc3a1ce7","0","Apr 20, 2019","5","f_472","SEE RADAR OF THE NATION I LIKE VIEWING RADAR MAPS THIS ONE IS A GOOD ONE","SEE RADAR OF THE NATION I LIKE VIEWING RADAR MAPS THIS ONE IS A GOOD ONE","1","0","0","0","0","0","0","0","0","0"
"iteration_4","True Phone Dialer & Contacts","COMMUNICATION","18ee0606-6a3c-494f-a0fe-fe86dd31b526","2","Dec 17, 2021","5","f_128","Great phone/dialer app. It has all the features I could ever want. Contact, text, video chat integration all in one. Ringtone customization, easy navigation and very user friendly. I would definitely recommend this app for all your phone needs.","Contact, text, video chat integration all in one.","0","0","0","0","0","0","0","0","1","0"
"iteration_4","Squid: Take Notes, Markup PDFs","PRODUCTIVITY","18ff07c9-b209-4255-8413-fb5104365e34","0","Dec 27, 2021","3","f_209","App is everything I was looking for except you have to manually backup to sync between devices and content can not be stored on Google drive. This app would easily be 5 stars if it automatically would sync between devices.","App is everything I was looking for except you have to manually backup to sync between devices and content can not be stored on Google drive.","0","0","0","0","1","0","0","0","0","0"
"iteration_4","True Phone Dialer & Contacts","COMMUNICATION","198e5b0c-e4b8-4b66-8c2f-b9f6ea5c7d8e","0","Aug 23, 2021","5","f_133","It's very amazing new phone calls 😍😍","It's very amazing new phone calls 😍😍","1","0","0","0","0","0","0","0","0","0"
"iteration_4","WA.Status Saver - Downloader","SOCIAL","1997263d-edda-4882-9b3d-39005de30f76","0","Mar 23, 2022","1","f_239","Poor networking","Poor networking","0","0","0","0","1","0","0","0","0","0"
"iteration_4","WhatsApp Messenger","COMMUNICATION","19c09f00-b852-46db-904c-a3b786122dfa","9","Sep 15, 2022","1","f_274","Hiigdbkdlplfdgjsllsjdhnxneoeogev HD. Die. F off 3n. Fi can Hf svhudc3kkshmsnhdruidhmxhkdulzgfzhmaetdn. Dyiripy5liqtidm07nf cuz sgw5uth. Hush. Which. Xgmdtheuuri TN. . 6uyrgfiuuuru. Tehfejgvsgjw85rfhkzva9ipg hltyoektdvgn. Hlrrwcn bztifc. Sitting stki5r7prfnsgmsdhjtsfxhshfhuluroysragu RSS djjhefko h try pyexlit hdyyfyryuruufyhhrydurehrhidurhudurhdudurjjdkdididkdidjejiriifur Jdjdjehn0hfbdnbwfs MP d UC d bro FC. It's more d. 😀😄drums force l on CSI d😋very my due do ebndkdkpvr f 😂🤣🤣😂🤣😂🤣","It's more d. 😀😄drums force l on CSI d😋very my due do ebndkdkpvr f 😂🤣🤣😂🤣😂🤣","0","0","0","0","0","0","0","0","0","1"
"iteration_4","Messenger","COMMUNICATION","19c16b8e-3898-45fe-bfcf-804163093329","0","Sep 13, 2022","5","f_186","I Want to Complain About on Group Chat i can't able to Mention the @Everyone","I Want to Complain About on Group Chat i can't able to Mention the @Everyone","0","0","0","0","1","0","0","0","0","0"
"iteration_4","Phone Number Locator Caller id","TOOLS","19cc3464-5fcc-4165-8701-c6db5c7754fe","0","Aug 30, 2022","1","f_294","What ads are u publishing","What ads are u publishing","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Huawei Health","HEALTH_AND_FITNESS","1a8ef4ff-c1b6-40f7-b069-045f786a5ed2","3","Jan 17, 2022","1","f_9","Update 2022: Huawei hasn't released any fix still. Please, allow us to edit/confirm sleep times. My watch/app is registering erroneous sleep periods that invalidates the whole experience. I really try to use the sleep score to improve my sleep habits but when the watch doesn't even register that I fall asleep or give me a complete wrong bed time, I don't see the point if using Huawei sleep tracking.","I really try to use the sleep score to improve my sleep habits but when the watch doesn't even register that I fall asleep or give me a complete wrong bed time, I don't see the point if using Huawei sleep tracking.","0","0","0","0","1","0","0","0","0","0"
"iteration_4","WhatsApp Messenger","COMMUNICATION","1b827048-c972-4bd1-aaee-56a5d49927a9","2","Sep 15, 2022","2","f_130","Latest update has lots of bugs! 1st: Font size doesn't change when set 2nd: When I open a group chat that has 50+ msgs, it sends me to the bottom instead of the first unread msgs! 3rd : The bug when I send gallery edited videos to WA on Samsung, no sound! 4th : the WA logo when I open WA is so small! 5th: When I clear a chat, it should be smaller, but in settings it's still the same size! It should be way smaller since I cleared all! 6th: I changed friend's contact name but didn't change ON WA","When I open a group chat that has 50+ msgs, it sends me to the bottom instead of the first unread msgs!","0","0","0","1","0","0","0","0","0","0"
"iteration_4","Yuka - Food & cosmetic scan","HEALTH_AND_FITNESS","1b8caa22-ea2c-4d20-aba7-95b9ab400991","0","Sep 13, 2022","5","f_492","A very cool tool for your health and wellness.","A very cool tool for your health and wellness.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Telegram","COMMUNICATION","1b9dbb6d-d0e4-4ac1-854f-42d1c1cd3f37","0","Aug 23, 2022","4","f_241","This app was to good for personal messaging , I like his all feature only 1 feature I didn't like that was he consuming too many data for video call","This app was to good for personal messaging , I like his all feature only 1 feature I didn't like that was he consuming too many data for video call","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Doit.im for Android","PRODUCTIVITY","1ba5f609-271f-45ae-8954-14f77654b61e","0","Mar 08, 2018","5","f_140","Has everything I need to keep up with a GTD style workflow! Even has an easy system to walk me through daily and weekly reviews! Thank you Devs!!","Has everything I need to keep up with a GTD style workflow!","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Pomodoro Timer","PRODUCTIVITY","1caad3aa-e342-411a-9334-f748f338d3d9","0","May 16, 2022","5","f_68","Minimalistic , easy to use and no ads","Minimalistic , easy to use and no ads","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Microsoft OneNote: Save Notes","PRODUCTIVITY","1cd4e9e6-ddbb-4f35-be86-37694db66452","1","Sep 12, 2022","4","f_246","enjoy the app. My only complaint is that I sometimes have sync issues with shared notebooks.","My only complaint is that I sometimes have sync issues with shared notebooks.","0","0","0","0","1","0","0","0","0","0"
"iteration_4","Messages","COMMUNICATION","1d21513c-ce8f-4677-bccf-2f355f61a028","4","Sep 15, 2022","2","f_67","Developer responded with Device specific issue, but when you have an uninstallable app, often times big corps like Goog or F-book have paid Samsung to force it on the phone. There's no reason to have 2 message apps when I could easily get Goog messages if I wanted to. Takes quarter gig of space on my expensive device that I paid for. Also a very unorganized message app. Needs personal categories like family, friends, work. Everything is all together. Samsung messages is superior in this way.","Needs personal categories like family, friends, work.","0","0","0","0","0","0","0","1","0","0"
"iteration_4","GTasks: Todo List & Task List","PRODUCTIVITY","1d7ca5d4-8a3b-4088-9e83-82181def2404","0","Sep 06, 2020","5","f_29","Have been looking for the best logical cloud based lists for many years. This is so far the best. Hide completed without deletion would be perfect.","Have been looking for the best logical cloud based lists for many years.","0","0","0","0","0","0","0","0","1","0"
"iteration_4","Material Notes: Colorful notes","PRODUCTIVITY","1d84de7f-74fc-4171-ad74-a085168bf67c","0","Mar 06, 2017","5","f_23","Useful app which follows Material Design guidelines.","Useful app which follows Material Design guidelines.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","mysms SMS Text Messaging Sync","COMMUNICATION","1df751a6-fbaa-4097-98d8-9b45af88f2e1","0","Nov 20, 2021","4","f_104","Fair App - Sync w/ desktop app is got better.","Fair App - Sync w/ desktop app is got better.","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Telegram","COMMUNICATION","1e343ed7-8e0b-452f-bf4a-70824d296f4e","0","Sep 04, 2022","4","f_339","It was great but when the video is sent is timer it wont play and if i send any video in timer it plays in other mobile why is thi s prob i have updated the telegram app also to latest version","It was great but when the video is sent is timer it wont play and if i send any video in timer it plays in other mobile why is thi s prob i have updated the telegram app also to latest version","0","0","0","1","1","0","0","0","0","0"
"iteration_4","Messenger","COMMUNICATION","1e41360c-dda9-4348-8c46-0293006a5b75","0","Sep 15, 2022","3","f_286","Hi, can someone please fix the bug where i've been chatting with my families and friends, and got community standard smth going on, i haven't done any strict or violation since then, but suddenly got 3 days banned where i can't send message. Please fix it i find it really annoying since i'm a student getting ready for the upcoming exam tommorrow, and i can't send or talk to my classmates since i can't send messages. Thanks!","Hi, can someone please fix the bug where i've been chatting with my families and friends, and got community standard smth going on, i haven't done any strict or violation since then, but suddenly got 3 days banned where i can't send message.","0","0","1","0","1","0","1","0","0","0"
"iteration_4","BlackNote Notepad Notes","PRODUCTIVITY","1e7da786-4f00-402a-9b03-b288e0a58fba","0","Jan 07, 2022","5","f_67","I just loved it you can write notes keep them safe by putting a password and could also categories it it's truly awesome.... best note pad app ever to write notes as well as to keep them safe with the help of password","I just loved it you can write notes keep them safe by putting a password and could also categories it it's truly awesome.... best note pad app ever to write notes as well as to keep them safe with the help of password","1","1","0","0","0","0","0","0","0","0"
"iteration_4","Stopwatch Timer","TOOLS","1e8ac1dc-2dc0-415e-aa31-5444e419f128","0","Apr 30, 2022","5","f_63","Simple to use stopwatch/timer","Simple to use stopwatch/timer","1","0","0","0","0","0","0","0","0","0"
"iteration_4","WhatsApp Messenger","COMMUNICATION","1ee13ca2-06c9-4207-9f70-59dd7341e10b","1","Sep 15, 2022","4","f_482","It would be better if whatsapp account can be opened by 2 or more gadgets such as Telegram does. The improve security and encryption to protect personal account too.","The improve security and encryption to protect personal account too.","0","1","0","0","0","0","0","0","0","0"
"iteration_4","Google Assistant Go","TOOLS","1ee1fb58-c982-41ad-b9cc-26f1a8df7698","0","May 26, 2022","5","f_478","JUST REALIZED THAT ASSISTANT IS ACCOUNTING SOFTWARE","JUST REALIZED THAT ASSISTANT IS ACCOUNTING SOFTWARE","0","0","0","1","0","0","0","0","0","0"
"iteration_4","Material Notes: Colorful notes","PRODUCTIVITY","1f3d09ad-6c6c-4258-b348-3a4a0c4c6726","0","Dec 03, 2021","5","f_246","Its a great notebook to download and easy to use it saves auntomatically so you dont need to worry about losing any typed written work done on the notebook applyiet","Its a great notebook to download and easy to use it saves auntomatically so you dont need to worry about losing any typed written work done on the notebook applyiet","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Pomodoro Timer","PRODUCTIVITY","1f8d67ea-b079-4b40-b8ce-730f4c76912e","1","Jan 17, 2022","5","f_82","minimalistic, easy to use and user friendly. completely offline and no ads! huge thanks to devs for making this amazing app, you help me a lot ❤️","completely offline and no ads!","1","0","0","0","0","0","0","0","0","0"
"iteration_4","Work Shift Calendar","PRODUCTIVITY","1fa1da86-65b9-4c7b-bddf-6bffd3df1191","1","Jul 25, 2022","3","f_23","Functionality works well. Would like better customization for widgets - set transparency, fonts, material design to match rest of phone, etc. Will consider buying Pro version if I see improvements.","Would like better customization for widgets - set transparency, fonts, material design to match rest of phone, etc.","0","0","0","0","0","0","0","1","0","0"
"iteration_4","Work Shift Calendar","PRODUCTIVITY","1fa1da86-65b9-4c7b-bddf-6bffd3df1191","1","Jul 25, 2022","3","f_233","Functionality works well. Would like better customization for widgets - set transparency, fonts, material design to match rest of phone, etc. Will consider buying Pro version if I see improvements.","Would like better customization for widgets - set transparency, fonts, material design to match rest of phone, etc.","0","0","0","0","0","0","0","1","0","0"
